,Precursors,,,,,,,,Processing,,
25,10%CaI,"MAI, CaI",DMSO:DMF = 1:9,1,SnI2,DMSO:DMF = 1:9,01:01,1.2,RT,100,10
26,09:01,"MAI, MABr",DMSO:DMF = 1:9,09:01,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
27,08:02,"MAI, MABr",DMSO:DMF = 1:9,08:02,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
28,07:03,"MAI, MABr",DMSO:DMF = 1:9,07:03,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
29,06:04,"MAI, MABr",DMSO:DMF = 1:9,06:04,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
30,05:05,"MAI, MABr",DMSO:DMF = 1:9,05:05,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
31,04:06,"MAI, MABr",DMSO:DMF = 1:9,04:06,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
32,03:07,"MAI, MABr",DMSO:DMF = 1:9,03:07,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
33,02:08,"MAI, MABr",DMSO:DMF = 1:9,02:08,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
34,01:09,"MAI, MABr",DMSO:DMF = 1:9,01:09,"SnI2, PbBr2",DMSO:DMF = 1:9,01:01,1.2,RT,100,10
35,1,CsI,DMSO:DMF = 1:0,1,BiI3,DMSO:DMF = 1:0,03:02,0.4,75,125,15
36,1,CsI,DMSO:DMF =0:1,1,SbI3,DMSO:DMF = 1:0,03:02,0.4,75,150,10
37,1,RbI,DMSO:DMF =1:0,1,BiI3,DMSO:DMF = 1:0,03:02,0.4,75,150,10
38,1,RbI,DMSO:DMF =0:1,1,SbI3,DMSO:DMF = 1:0,03:02,0.4,75,150,10
39,1,CsBr,DMSO:DMF =1:0,1,BiBr3,DMSO:DMF = 1:0,03:02,0.4,75,150,30
40,1,CsBr,DMSO:DMF =1:0,1,SbBr3,DMSO:DMF = 1:0,03:02,0.4,75,150,30
41,1,RbBr,DMSO:DMF =1:0,1,BiBr3,DMSO:DMF = 1:0,03:02,0.4,75,150,30
42,1,RbBr,DMSO:DMF =1:0,1,SbBr3,DMSO:DMF = 1:0,03:02,0.4,75,75,30
43,1,KI,DMSO:DMF =1:0,1,BiBI3,DMSO:DMF = 1:0,03:02,0.4,75,150,30
44,1,KI,DMSO:DMF =0:1,1,SbI3,DMSO:DMF = 1:0,03:02,0.4,75,150,30
45*,1,CsI,DMSO:DMF = 1:1,09:01,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
46,1,CsI,DMSO:DMF = 1:1,08:02,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
47,1,CsI,DMSO:DMF = 1:1,07:03,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
48,1,CsI,DMSO:DMF = 1:1,06:04,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
49,1,CsI,DMSO:DMF = 1:1,05:05,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
50,1,CsI,DMSO:DMF = 1:1,04:06,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
51,1,CsI,DMSO:DMF = 1:1,03:07,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
52,1,CsI,DMSO:DMF = 1:1,02:08,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
53,1,CsI,DMSO:DMF = 1:1,01:09,"BiI3, SbI3",DMSO:DMF = 1:1,03:02,0.4,75,150,15
54,09:01,"CsI, CsBr",DMSO:DMF = 1:1,09:01,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
55,08:02,"CsI, CsBr",DMSO:DMF = 1:1,08:02,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
56,07:03,"CsI, CsBr",DMSO:DMF = 1:1,07:03,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
57,06:04,"CsI, CsBr",DMSO:DMF = 1:1,06:04,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
58,05:05,"CsI, CsBr",DMSO:DMF = 1:1,05:05,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
59,04:06,"CsI, CsBr",DMSO:DMF = 1:1,04:06,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
60,03:07,"CsI, CsBr",DMSO:DMF = 1:1,03:07,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
61,02:08,"CsI, CsBr",DMSO:DMF = 1:1,02:08,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
62,01:09,"CsI, CsBr",DMSO:DMF = 1:1,01:09,"BiI3, SbBr3",DMSO:DMF = 1:1,03:02,0.38,75,125,15
63,1,MABr,DMSO:DMF = 0:1,1,CuCl2,DMSO:DMF = 1:0,02:01,0.6,75,80,10
64,1,MACl,DMSO:DMF = 0:1,1,CuCl2,DMSO:DMF = 1:0,02:01,0.6,75,80,10
65,1,CsBr,DMSO:DMF = 1:0,01:01,"AgBr, BiBr3",DMSO:DMF = 1:0,02:01,0.6,75,285,5
66,1,CsBr,DMSO:DMF = 1:0,01:01,"AgBr, SbBr3",DMSO:DMF = 1:0,02:01,0.6,200,150,30
67,1,RbI,Butylamine,01:01,"AgI, BiI3",DMSO:DMF = 1:1,02:01,0.6,RT,150,5
68,1,CsI,DMSO:DMF = 1:0,01:01,"NaI, BiI3",DMSO:DMF = 1:0,02:01,0.6,75,110,10
69,1,CsI,DMSO:DMF = 1:0,01:01,"NaI, SbI3",DMSO:DMF = 1:0,02:01,0.6,75,110,10
70,1,RbI,DMSO:DMF = 1:0,01:01,"NaI, SbI3",DMSO:DMF = 1:0,02:01,0.6,75,110,10
71,1,RbBr,DMSO:DMF = 1:0,01:01,"NaBr, SbBr3",DMSO:DMF = 1:0,02:01,0.6,75,110,10
72,1,CsI,DMSO:DMF = 1:0,01:01,"CuI, BiI3",DMSO:DMF = 0:1,02:01,0.6,75,285,5
73,1,CsI,DMSO:DMF = 1:0,01:01,"CuI, SbI3",DMSO:DMF = 0:1,02:01,0.6,RT,285,5
74,1,RbI,DMSO:DMF = 1:0,01:01,"CuI, SbI3",DMSO:DMF = 0:1,02:01,0.6,75,285,5
75,01:01,CsI,DMSO:DMF = 1:0,01:01,"NaBr, SbBr",DMSO:DMF = 0:1,02:01,0.6,RT,110,10
